MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,ammonium transmembrane transporter activity,,,ISO,P55011 ,J:164563 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,cation:chloride symporter activity,,,IEA,IPR004842 ,J:72247 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,sodium ion transmembrane transporter activity,,,IBA,PTN000930537 ,J:265628 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,sodium:chloride symporter activity,,,IBA,PTN000930537 ,J:265628 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,sodium:potassium:chloride symporter activity,,,IBA,PTN000930537 ,J:265628 
MGI:101924,Slc12a2,"solute carrier family 12, member 2",18,,sodium:potassium:chloride symporter activity,,,ISO,RGD:620809 ,J:155856 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,cation:chloride symporter activity,,,IEA,IPR004842 ,J:72247 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,sodium ion transmembrane transporter activity,,,IBA,PTN000930537 ,J:265628 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,sodium ion transmembrane transporter activity,,,IDA,,J:148080 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,sodium ion transmembrane transporter activity,,,ISO,RGD:3686 ,J:155856 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,sodium:chloride symporter activity,,,IBA,PTN000930537 ,J:265628 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,sodium:chloride symporter activity,,,ISO,RGD:3686 ,J:155856 
MGI:108114,Slc12a3,"solute carrier family 12, member 3",8,,sodium:potassium:chloride symporter activity,,,IBA,PTN000930537 ,J:265628 
MGI:1309465,Slc12a4,"solute carrier family 12, member 4",8,,cation:chloride symporter activity,,,IEA,IPR004842 ,J:72247 
MGI:1309465,Slc12a4,"solute carrier family 12, member 4",8,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:1862037,Slc12a5,"solute carrier family 12, member 5",2,,ammonium transmembrane transporter activity,,,ISO,RGD:620811 ,J:155856 
MGI:1862037,Slc12a5,"solute carrier family 12, member 5",2,,cation:chloride symporter activity,,,IEA,IPR004842 ,J:72247 
MGI:1862037,Slc12a5,"solute carrier family 12, member 5",2,,chloride transmembrane transporter activity,,,ISO,Q9H2X9 ,J:164563 
MGI:1862037,Slc12a5,"solute carrier family 12, member 5",2,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:1862037,Slc12a5,"solute carrier family 12, member 5",2,,potassium:chloride symporter activity,,,IMP,MGI:2181025 ,J:69625 
MGI:1862037,Slc12a5,"solute carrier family 12, member 5",2,,potassium:chloride symporter activity,,,ISO,RGD:620811 ,J:155856 
MGI:1862037,Slc12a5,"solute carrier family 12, member 5",2,,potassium:chloride symporter activity,,,ISO,Q9H2X9 ,J:164563 
MGI:2135960,Slc12a6,"solute carrier family 12, member 6",2,,potassium ion transmembrane transporter activity,,,ISO,Q9UHW9 ,J:164563 
MGI:2135960,Slc12a6,"solute carrier family 12, member 6",2,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:2135960,Slc12a6,"solute carrier family 12, member 6",2,,potassium:chloride symporter activity,,,ISO,Q9UHW9 ,J:164563 
MGI:1342283,Slc12a7,"solute carrier family 12, member 7",13,,cation:chloride symporter activity,,PR:000045490,IMP,,J:199033 
MGI:1342283,Slc12a7,"solute carrier family 12, member 7",13,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:2443672,Slc12a8,"solute carrier family 12 (potassium/chloride transporters), member 8",16,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:1933532,Slc12a9,"solute carrier family 12 (potassium/chloride transporters), member 9",5,,potassium:chloride symporter activity,,,IBA,PTN000214719 ,J:265628 
MGI:1859937,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",6,,citrate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:1859937,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",6,,secondary active sulfate transmembrane transporter activity,,,IDA,,J:61656 
MGI:1859937,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",6,,sodium:dicarboxylate symporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:1859937,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",6,,sodium:sulfate symporter activity,,,IBA,PTN000031877 ,J:265628 
MGI:1859937,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",6,,sodium:sulfate symporter activity,,,ISO,RGD:61919 ,J:155856 
MGI:1859937,Slc13a1,"solute carrier family 13 (sodium/sulfate symporters), member 1",6,,succinate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,alpha-ketoglutarate transmembrane transporter activity,,,ISO,Q8WWT9 ,J:164563 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,citrate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,citrate transmembrane transporter activity,,,ISO,RGD:628786 ,J:155856 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,dicarboxylic acid transmembrane transporter activity,,,ISO,RGD:628786 ,J:155856 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,high-affinity sodium:dicarboxylate symporter activity,,,IDA,,J:69262 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,L-aspartate transmembrane transporter activity,,,ISO,RGD:628786 ,J:155856 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,organic acid:sodium symporter activity,,,ISO,RGD:628786 ,J:155856 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,sodium:dicarboxylate symporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,sodium:dicarboxylate symporter activity,,,ISO,RGD:628786 ,J:155856 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,succinate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,succinate transmembrane transporter activity,,,ISO,Q8WWT9 ,J:164563 
MGI:2149635,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",2,,succinate transmembrane transporter activity,,,ISO,RGD:628786 ,J:155856 
MGI:2442367,Slc13a4,"solute carrier family 13 (sodium/sulfate symporters), member 4",6,,citrate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:2442367,Slc13a4,"solute carrier family 13 (sodium/sulfate symporters), member 4",6,,sodium:dicarboxylate symporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:2442367,Slc13a4,"solute carrier family 13 (sodium/sulfate symporters), member 4",6,,succinate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,citrate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,citrate transmembrane transporter activity,,,IDA,,J:88503 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,citrate transmembrane transporter activity,,,ISO,RGD:631374 ,J:155856 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,organic acid:sodium symporter activity,,,ISO,RGD:631374 ,J:155856 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,sodium:dicarboxylate symporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,sodium:dicarboxylate symporter activity,,,ISO,RGD:631374 ,J:155856 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,succinate transmembrane transporter activity,,,IBA,PTN002469673 ,J:265628 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,succinate transmembrane transporter activity,,,IDA,,J:88503 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,succinate transmembrane transporter activity,,,ISO,RGD:631374 ,J:155856 
MGI:3037150,Slc13a5,"solute carrier family 13 (sodium-dependent citrate transporter), member 5",11,,tricarboxylic acid transmembrane transporter activity,,,IDA,,J:88503 
MGI:1861376,Slc15a1,"solute carrier family 15 (oligopeptide transporter), member 1",14,,peptide:proton symporter activity,,,IBA,PTN000183265 ,J:265628 
MGI:1861376,Slc15a1,"solute carrier family 15 (oligopeptide transporter), member 1",14,,peptide:proton symporter activity,,,ISO,P46059 ,J:164563 
MGI:1890457,Slc15a2,"solute carrier family 15 (H+/peptide transporter), member 2",16,,peptide:proton symporter activity,,,IBA,PTN000183265 ,J:265628 
MGI:1929691,Slc15a3,"solute carrier family 15, member 3",19,,peptide:proton symporter activity,,,IBA,PTN000183265 ,J:265628 
MGI:2140796,Slc15a4,"solute carrier family 15, member 4",5,,L-histidine transmembrane transporter activity,,,IBA,PTN000183402 ,J:265628 
MGI:2140796,Slc15a4,"solute carrier family 15, member 4",5,,L-histidine transmembrane transporter activity,,,ISO,RGD:708469 ,J:155856 
MGI:2140796,Slc15a4,"solute carrier family 15, member 4",5,,peptide:proton symporter activity,,,IBA,PTN000183265 ,J:265628 
MGI:3607714,Slc15a5,"solute carrier family 15, member 5",6,,peptide:proton symporter activity,,,IBA,PTN000183265 ,J:265628 
MGI:106013,Slc16a1,"solute carrier family 16 (monocarboxylic acid transporters), member 1",3,,lactate transmembrane transporter activity,,,IEA,IPR030757 ,J:72247 
MGI:106013,Slc16a1,"solute carrier family 16 (monocarboxylic acid transporters), member 1",3,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1203732,Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2",X,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1933438,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3",11,,lactate transmembrane transporter activity,,,IEA,IPR030756 ,J:72247 
MGI:1933438,Slc16a3,"solute carrier family 16 (monocarboxylic acid transporters), member 3",11,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:2385183,Slc16a4,"solute carrier family 16 (monocarboxylic acid transporters), member 4",3,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:2443515,Slc16a5,"solute carrier family 16 (monocarboxylic acid transporters), member 5",11,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:2144585,Slc16a6,"solute carrier family 16 (monocarboxylic acid transporters), member 6",11,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1330284,Slc16a7,"solute carrier family 16 (monocarboxylic acid transporters), member 7",10,,lactate transmembrane transporter activity,,,ISO,O60669 ,J:164563 
MGI:1330284,Slc16a7,"solute carrier family 16 (monocarboxylic acid transporters), member 7",10,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1330284,Slc16a7,"solute carrier family 16 (monocarboxylic acid transporters), member 7",10,,pyruvate transmembrane transporter activity,,,ISO,O60669 ,J:164563 
MGI:1929519,Slc16a8,"solute carrier family 16 (monocarboxylic acid transporters), member 8",15,,lactate transmembrane transporter activity,,,IEA,IPR030759 ,J:72247 
MGI:1929519,Slc16a8,"solute carrier family 16 (monocarboxylic acid transporters), member 8",15,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1914109,Slc16a9,"solute carrier family 16 (monocarboxylic acid transporters), member 9",10,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1919722,Slc16a10,"solute carrier family 16 (monocarboxylic acid transporters), member 10",10,,aromatic amino acid transmembrane transporter activity,,,IEA,IPR030762 ,J:72247 
MGI:1919722,Slc16a10,"solute carrier family 16 (monocarboxylic acid transporters), member 10",10,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:2663709,Slc16a11,"solute carrier family 16 (monocarboxylic acid transporters), member 11",11,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:2663709,Slc16a11,"solute carrier family 16 (monocarboxylic acid transporters), member 11",11,,pyruvate transmembrane transporter activity,,,ISO,Q8NCK7 ,J:164563 
MGI:2147716,Slc16a12,"solute carrier family 16 (monocarboxylic acid transporters), member 12",19,,creatine transmembrane transporter activity,,,ISO,Q6ZSM3 ,J:164563 
MGI:2147716,Slc16a12,"solute carrier family 16 (monocarboxylic acid transporters), member 12",19,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1916559,Slc16a13,"solute carrier family 16 (monocarboxylic acid transporters), member 13",11,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:1919031,Slc16a14,"solute carrier family 16 (monocarboxylic acid transporters), member 14",1,,monocarboxylic acid transmembrane transporter activity,,,IBA,PTN000888455 ,J:265628 
MGI:103209,Slc17a1,"solute carrier family 17 (sodium phosphate), member 1",13,,phosphate ion transmembrane transporter activity,,,IEA,IPR004745 ,J:72247 
MGI:2389216,Slc17a3,"solute carrier family 17 (sodium phosphate), member 3",13,,organic anion transmembrane transporter activity,,,IBA,PTN000184403 ,J:265628 
MGI:2389216,Slc17a3,"solute carrier family 17 (sodium phosphate), member 3",13,,organic anion transmembrane transporter activity,,,ISO,O00476 ,J:164563 
MGI:2389216,Slc17a3,"solute carrier family 17 (sodium phosphate), member 3",13,,urate transmembrane transporter activity,,,IBA,PTN000184403 ,J:265628 
MGI:2389216,Slc17a3,"solute carrier family 17 (sodium phosphate), member 3",13,,urate transmembrane transporter activity,,,ISO,O00476 ,J:164563 
MGI:2389216,Slc17a3,"solute carrier family 17 (sodium phosphate), member 3",13,,voltage-gated anion channel activity,,,IBA,PTN000184403 ,J:265628 
MGI:2389216,Slc17a3,"solute carrier family 17 (sodium phosphate), member 3",13,,voltage-gated anion channel activity,,,ISO,O00476 ,J:164563 
MGI:1924105,Slc17a5,"solute carrier family 17 (anion/sugar transporter), member 5",9,,sialic acid transmembrane transporter activity,,,IBA,PTN000910547 ,J:265628 
MGI:1924105,Slc17a5,"solute carrier family 17 (anion/sugar transporter), member 5",9,,sialic acid transmembrane transporter activity,,,ISO,RGD:1311388 ,J:155856 
MGI:1924105,Slc17a5,"solute carrier family 17 (anion/sugar transporter), member 5",9,,sialic acid transmembrane transporter activity,,,ISO,Q9NRA2 ,J:73065 
MGI:2156052,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",7,,L-glutamate transmembrane transporter activity,,,IBA,PTN000184252 ,J:265628 
MGI:2156052,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",7,,L-glutamate transmembrane transporter activity,,,IDA,,J:71809 
MGI:2156052,Slc17a6,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",7,,L-glutamate transmembrane transporter activity,,,ISO,RGD:620531 ,J:155856 
MGI:1920211,Slc17a7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",7,,extracellularly glutamate-gated chloride channel activity,,,IDA,,J:146137 
MGI:1920211,Slc17a7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",7,,L-glutamate transmembrane transporter activity,,,IBA,PTN000184252 ,J:265628 
MGI:1920211,Slc17a7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",7,,sodium:inorganic phosphate symporter activity,,,ISO,Q9P2U7 ,J:73065 
MGI:1920211,Slc17a7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",7,,sodium:phosphate symporter activity,,,ISO,RGD:620101 ,J:155856 
MGI:3039629,Slc17a8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",10,,L-glutamate transmembrane transporter activity,,,IBA,PTN000184252 ,J:265628 
MGI:3039629,Slc17a8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",10,,L-glutamate transmembrane transporter activity,,,IDA,,J:91392 
MGI:106684,Slc18a1,"solute carrier family 18 (vesicular monoamine), member 1",8,,serotonin:sodium symporter activity,,,IBA,PTN000607052 ,J:265628 
MGI:106684,Slc18a1,"solute carrier family 18 (vesicular monoamine), member 1",8,,serotonin:sodium symporter activity,,,ISO,RGD:3693 ,J:155856 
MGI:106677,Slc18a2,"solute carrier family 18 (vesicular monoamine), member 2",19,,serotonin:sodium symporter activity,,,IBA,PTN000607052 ,J:265628 
MGI:106677,Slc18a2,"solute carrier family 18 (vesicular monoamine), member 2",19,,serotonin:sodium symporter activity,,,ISO,RGD:3694 ,J:155856 
MGI:1101061,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3",14,,acetylcholine transmembrane transporter activity,,,IBA,PTN000607168 ,J:265628 
MGI:1101061,Slc18a3,"solute carrier family 18 (vesicular monoamine), member 3",14,,acetylcholine transmembrane transporter activity,,,ISO,RGD:62072 ,J:155856 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,NOT,cyclic-GMP-AMP transmembrane transporter activity,,,IDA,,J:279972 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,folate:anion antiporter activity,,,IBA,PTN002581208 ,J:265628 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,folate:anion antiporter activity,,,ISO,RGD:3695 ,J:155856 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,folate:anion antiporter activity,,,ISO,P41440 ,J:164563 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,folic acid transmembrane transporter activity,,,IBA,PTN002581208 ,J:265628 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,folic acid transmembrane transporter activity,,,IDA,,J:39774 J:50354 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,folic acid transmembrane transporter activity,,,ISO,RGD:3695 ,J:155856 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,methotrexate transmembrane transporter activity,,,IDA,,J:50354 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,methotrexate transmembrane transporter activity,,,ISO,RGD:3695 ,J:155856 
MGI:103182,Slc19a1,"solute carrier family 19 (folate transporter), member 1",10,,methotrexate transmembrane transporter activity,,,ISO,P41440 ,J:164563 
MGI:1931307,Slc19a3,"solute carrier family 19, member 3",1,NOT,folic acid transmembrane transporter activity,,,ISO,AF271633 ,J:73333 
MGI:108392,Slc20a1,"solute carrier family 20, member 1",2,,high-affinity inorganic phosphate:sodium symporter activity,,,ISO,RGD:621079 ,J:155856 
MGI:108392,Slc20a1,"solute carrier family 20, member 1",2,,sodium:inorganic phosphate symporter activity,,,IBA,PTN001339366 ,J:265628 
MGI:97851,Slc20a2,"solute carrier family 20, member 2",8,,sodium:inorganic phosphate symporter activity,,,IBA,PTN001339366 ,J:265628 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,acetylcholine transmembrane transporter activity,,,ISO,RGD:3224 ,J:155856 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,dopamine:sodium symporter activity,,,ISO,RGD:3224 ,J:155856 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,norepinephrine:sodium symporter activity,,,ISO,RGD:3224 ,J:155856 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,organic cation transmembrane transporter activity,,,IBA,PTN002782700 ,J:265628 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,organic cation transmembrane transporter activity,,,IDA,,J:78891 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,organic cation transmembrane transporter activity,,,ISO,RGD:3224 ,J:155856 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,quaternary ammonium group transmembrane transporter activity,,,ISO,RGD:3224 ,J:155856 
MGI:108111,Slc22a1,"solute carrier family 22 (organic cation transporter), member 1",17,,secondary active organic cation transmembrane transporter activity,,,ISO,RGD:3224 ,J:155856 
MGI:1335072,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2",17,,choline transmembrane transporter activity,,,ISO,RGD:61936 ,J:155856 
MGI:1335072,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2",17,,organic cation transmembrane transporter activity,,,IBA,PTN002782700 ,J:265628 
MGI:1335072,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2",17,,organic cation transmembrane transporter activity,,,IDA,,J:78891 
MGI:1335072,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2",17,,organic cation transmembrane transporter activity,,,ISO,RGD:61936 ,J:155856 
MGI:1335072,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2",17,,organic cation transmembrane transporter activity,,,ISO,O15244 ,J:100021 
MGI:1335072,Slc22a2,"solute carrier family 22 (organic cation transporter), member 2",17,,quaternary ammonium group transmembrane transporter activity,,,ISO,RGD:61936 ,J:155856 
MGI:1333817,Slc22a3,"solute carrier family 22 (organic cation transporter), member 3",17,,dopamine:sodium symporter activity,,,ISO,RGD:3701 ,J:155856 
MGI:1333817,Slc22a3,"solute carrier family 22 (organic cation transporter), member 3",17,,organic cation transmembrane transporter activity,,,IDA,,J:64862 
MGI:1333817,Slc22a3,"solute carrier family 22 (organic cation transporter), member 3",17,,organic cation transmembrane transporter activity,,,ISO,RGD:3701 ,J:155856 
MGI:1333817,Slc22a3,"solute carrier family 22 (organic cation transporter), member 3",17,,organic cation transmembrane transporter activity,,,ISO,O75751 ,J:73065 J:100021 
MGI:1333817,Slc22a3,"solute carrier family 22 (organic cation transporter), member 3",17,,quaternary ammonium group transmembrane transporter activity,,,IDA,,J:64862 
MGI:1333817,Slc22a3,"solute carrier family 22 (organic cation transporter), member 3",17,,quaternary ammonium group transmembrane transporter activity,,,ISO,RGD:3701 ,J:155856 
MGI:1333817,Slc22a3,"solute carrier family 22 (organic cation transporter), member 3",17,,quaternary ammonium group transmembrane transporter activity,,,ISO,O75751 ,J:73065 
MGI:1353479,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",11,,carnitine transmembrane transporter activity,,,IDA,,J:66383 
MGI:1353479,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",11,,carnitine transmembrane transporter activity,,,ISO,Q9H015 ,J:73065 
MGI:1353479,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",11,,cation:cation antiporter activity,,,ISO,Q9H015 ,J:164563 
MGI:1353479,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",11,,organic cation transmembrane transporter activity,,,ISO,RGD:621149 ,J:155856 
MGI:1353479,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",11,,quaternary ammonium group transmembrane transporter activity,,,IBA,PTN002782292 ,J:265628 
MGI:1353479,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",11,,quaternary ammonium group transmembrane transporter activity,,,ISO,RGD:621149 ,J:155856 
MGI:1353479,Slc22a4,"solute carrier family 22 (organic cation transporter), member 4",11,,quaternary ammonium group transmembrane transporter activity,,,ISO,Q9H015 ,J:164563 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,carnitine transmembrane transporter activity,,,IDA,,J:66383 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,carnitine transmembrane transporter activity,,,IMP,MGI:1856926 ,J:51918 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,carnitine transmembrane transporter activity,"happens in liver,happens in hepatocyte",,IMP,MGI:1856926 ,J:59469 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,carnitine transmembrane transporter activity,happens in fibroblast,,IMP,MGI:1856926 ,J:47837 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,carnitine transmembrane transporter activity,,,ISO,RGD:3702 ,J:155856 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,carnitine transmembrane transporter activity,,,ISO,O76082 ,J:164563 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,quaternary ammonium group transmembrane transporter activity,,,IBA,PTN002782292 ,J:265628 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,quaternary ammonium group transmembrane transporter activity,,,IDA,,J:66383 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,quaternary ammonium group transmembrane transporter activity,,,ISO,RGD:3702 ,J:155856 
MGI:1329012,Slc22a5,"solute carrier family 22 (organic cation transporter), member 5",11,,quaternary ammonium group transmembrane transporter activity,,,ISO,O76082 ,J:164563 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,anion:anion antiporter activity,,,ISO,RGD:69338 ,J:155856 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,inorganic anion exchanger activity,,,ISO,Q4U2R8 ,J:164563 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,organic anion transmembrane transporter activity,,,IDA,,J:61599 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,organic anion transmembrane transporter activity,happens in renal proximal tubule,,IMP,,J:181978 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,organic anion transmembrane transporter activity,,,ISO,RGD:69338 ,J:155856 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,organic anion transmembrane transporter activity,,,ISO,Q4U2R8 ,J:100021 J:164563 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,organic anion transmembrane transporter activity,,,ISS,O35956 ,J:88841 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,sodium-independent organic anion transmembrane transporter activity,,,IBA,PTN002782069 ,J:265628 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,sodium-independent organic anion transmembrane transporter activity,,,ISO,RGD:69338 ,J:155856 
MGI:892001,Slc22a6,"solute carrier family 22 (organic anion transporter), member 6",19,,sodium-independent organic anion transmembrane transporter activity,,,ISO,Q4U2R8 ,J:164563 
MGI:1859559,Slc22a7,"solute carrier family 22 (organic anion transporter), member 7",17,,organic anion transmembrane transporter activity,,,IDA,,J:77064 
